"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1783256";"AZD6280";"1.0";"366.42";"0";"3.04";"20; AZD6280, Table 2, R3C3";"CCCNC(=O)c1nnc2c(-c3cc(OC)ccc3OC)cccc2c1N";"FC";"'='";"0.32";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4403724";"Binding affinity to GABA-A alpha2 (unknown origin) assessed as increase in induced current relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"0.32"
"CHEMBL911";"ZOLPIDEM";"4.0";"307.40";"0";"3.25";"Zolpidem";"Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1";"EC50";"'='";"737.0";"nM";"6.13";"";"";"UO_0000065";"19.95";"0.36";"2.88";"16.31";"0";"CHEMBL678889";"Effective concentration against gamma-aminobutyric acid (GABA) A receptor, alpha 2";"B";"BAO_0000357";"single protein format";"Xenopus laevis";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135642";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"737.0"
"CHEMBL4799496";"";"None";"364.41";"0";"2.64";"20";"Cc1cc(Nc2cnc3c(c2)OCC(=O)N3C)nc2c1ncn2CC1CC1";"Efficacy";"'='";"2.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4701850";"Positive allosteric modulation of recombinant human GABA-A alpha2 expressed in HEK293 cells assessed as reduction in GABA-induced current at 1 uM relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699487";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"Dose = 1.0 microM";"";"";"2.0"
"CHEMBL4800521";"";"None";"367.38";"0";"3.08";"25";"CN1C(=O)COc2cc(Nc3cc4c(cc3F)ncn4CC3CC3)cnc21";"Efficacy";"'='";"7.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4701825";"Negative allosteric modulation of recombinant human GABA-A alpha2 expressed in HEK293 cells assessed as reduction in GABA-induced current at 1 uM relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699487";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"Dose = 1.0 microM";"";"";"7.0"
"CHEMBL1783258";"";"None";"352.39";"0";"2.65";"Table 2, R2C3";"CCNC(=O)c1nnc2c(-c3cc(OC)ccc3OC)cccc2c1N";"Ki";"'='";"29.51";"nM";"7.53";"";"";"UO_0000065";"21.37";"0.40";"4.88";"7.58";"0";"CHEMBL4403717";"Binding affinity to GABA-A alpha2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"7.53"
"CHEMBL1783259";"";"None";"366.42";"0";"3.03";"Table 2, R4C3";"COc1ccc(OC)c(-c2cccc3c(N)c(C(=O)NC(C)C)nnc23)c1";"Ki";"'='";"56.23";"nM";"7.25";"";"";"UO_0000065";"19.79";"0.37";"4.22";"7.30";"0";"CHEMBL4403717";"Binding affinity to GABA-A alpha2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"7.25"
"CHEMBL4441634";"";"None";"388.86";"0";"4.84";"21; NS16085";"CC(C)(O)c1ccc2c(c1)ncn2-c1cccc(-c2cc(C#N)ccc2Cl)n1";"FC";"'='";"0.27";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4403724";"Binding affinity to GABA-A alpha2 (unknown origin) assessed as increase in induced current relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"0.27"
"CHEMBL1783253";"";"None";"364.41";"0";"2.79";"Table 2, R5C3";"COc1ccc(OC)c(-c2cccc3c(N)c(C(=O)NC4CC4)nnc23)c1";"FC";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4403724";"Binding affinity to GABA-A alpha2 (unknown origin) assessed as increase in induced current relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";""
"CHEMBL4547830";"";"None";"387.41";"0";"4.08";"47; SH-053-2'F-S-CH3";"C#Cc1ccc2c(c1)C(c1ccccc1F)=N[C@@H](C)c1c(C(=O)OCC)ncn1-2";"FC";"'='";"0.57";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4403724";"Binding affinity to GABA-A alpha2 (unknown origin) assessed as increase in induced current relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"0.57"
"CHEMBL4062225";"";"None";"351.37";"0";"3.25";"38; KRM-II-81";"C#Cc1ccc2c(c1)C(c1ccccn1)=NCc1c(-c3cnco3)ncn1-2";"Ki";"'='";"118.0";"nM";"6.93";"";"";"UO_0000065";"19.72";"0.35";"3.68";"10.03";"0";"CHEMBL5384412";"Positive allosteric modulation of GABAA alpha2 receptor (unknown origin) assessed as inhibition constant";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5380849";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"POSITIVE ALLOSTERIC MODULATOR";"";"118.0"
"CHEMBL510764";"";"None";"238.29";"0";"3.70";"87g";"CCCC(=O)c1cc2c(cn1)[nH]c1ccccc12";"Ki";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"32.72";"0.59";"4.10";"17.04";"0";"CHEMBL5235568";"Binding affinity to human recombinant GABAA alpha2 receptor assessed as inhibition constant incubated for 1 hrs by liquid scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5233266";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";"";"16.0"
"CHEMBL1783280";"";"None";"337.38";"0";"2.42";"Table 2, R5C1";"CCCNC(=O)c1nnc2c(-c3cnccc3OC)cccc2c1N";"Ki";"'='";"2.239";"nM";"8.65";"";"";"UO_0000065";"25.64";"0.47";"6.23";"8.40";"0";"CHEMBL4403717";"Binding affinity to GABA-A alpha2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"8.65"
"CHEMBL45346";"";"None";"291.74";"0";"2.26";"36; PWZ-029";"COCc1ncn2c1CN(C)C(=O)c1cc(Cl)ccc1-2";"Ki";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"23.12";"0.46";"4.48";"14.24";"0";"CHEMBL4403717";"Binding affinity to GABA-A alpha2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"180.0"
"CHEMBL4537371";"";"None";"342.36";"0";"2.39";"27; MP-III-024";"C#Cc1ccc2c(c1)C(c1ccccn1)=NCc1c(C(=O)OC)ncn1-2";"Activity";"'='";"140.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4403724";"Binding affinity to GABA-A alpha2 (unknown origin) assessed as increase in induced current relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"140.0"
"CHEMBL1077391";"";"None";"292.13";"0";"2.80";"RO4882224";"Clc1ccc2c(c1)-c1ncnn1Cc1c(Cl)ncn1-2";"Efficacy";"'='";"-9.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4403775";"Binding affinity to GABA-A alpha2 (unknown origin) assessed as reduction in DMCM induced current relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"-9.0"
"CHEMBL20042";"CGS-9896";"None";"295.73";"0";"3.42";"1, CGS-9896";"O=C1C2C=Nc3ccccc3C2=NN1c1ccc(Cl)cc1";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"28.40";"0.55";"4.98";"18.65";"0";"CHEMBL1687498";"Displacement of [3H]flumazenil from GABAA receptor subunit alpha-2 expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681636";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308072";"";"";"";"4.0"
"CHEMBL4537371";"";"None";"342.36";"0";"2.39";"27; MP-III-024";"C#Cc1ccc2c(c1)C(c1ccccn1)=NCc1c(C(=O)OC)ncn1-2";"Ki";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"17.53";"0.32";"3.61";"8.65";"0";"CHEMBL4403717";"Binding affinity to GABA-A alpha2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"1000.0"
"CHEMBL1783256";"AZD6280";"1.0";"366.42";"0";"3.04";"20; AZD6280, Table 2, R3C3";"CCCNC(=O)c1nnc2c(-c3cc(OC)ccc3OC)cccc2c1N";"Ki";"'='";"15.14";"nM";"7.82";"";"";"UO_0000065";"21.34";"0.40";"4.78";"7.87";"0";"CHEMBL4403717";"Binding affinity to GABA-A alpha2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"7.82"
"CHEMBL1783279";"";"None";"368.40";"0";"1.83";"Table 2, R6C1";"CCCNC(=O)c1nnc2c(-c3cnc(OC)nc3OC)cccc2c1N";"FC";"'='";"0.54";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4403724";"Binding affinity to GABA-A alpha2 (unknown origin) assessed as increase in induced current relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"0.54"
"CHEMBL301605";"";"None";"257.30";"0";"4.35";"99a";"c1ccc2c(c1)[nH]c1c2ncc2[nH]c3ccccc3c21";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"34.98";"0.61";"4.65";"20.24";"0";"CHEMBL5235568";"Binding affinity to human recombinant GABAA alpha2 receptor assessed as inhibition constant incubated for 1 hrs by liquid scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5233266";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";"";"1.0"
"CHEMBL4581355";"";"None";"376.44";"0";"4.43";"ONO-8590580";"Cc1c(F)c(Nc2ccc(-c3cn(C)cn3)cn2)cc2c1ncn2CC1CC1";"Efficacy";"'='";"5.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4701850";"Positive allosteric modulation of recombinant human GABA-A alpha2 expressed in HEK293 cells assessed as reduction in GABA-induced current at 1 uM relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699487";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"Dose = 1.0 microM";"";"";"5.0"
"CHEMBL3647536";"DARIGABAT";"2.0";"440.50";"0";"4.12";"BDBM144227";"CCn1cnc2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)CC)cc4OC)c3)cnnc21";"Ki";"'<'";"2.47";"nM";"";"";"280528";"UO_0000065";"";"";"";"";"0";"CHEMBL3706142";"Radioligand Competition Binding Assay: The affinity of the test compounds was determined by radioligand competition binding assay, using the known compound [3H]Ro-15-1788 (Flumazenil) (Perkin Elmer, 85.4 Ci/mmol) and the human recombinant GABA A receptor containing the alpha2, beta2, and gamma3 subunits.Membranes were prepared from HEK cells expressing hGABA A alpha2beta2- gamma3 receptor, and validated to ascertain protein concentration, receptor expression and to determine the Kd of the flumazenil as well as the Ki of a standard set of compounds before being used to test new compounds.The assay was carried out in 96 well plates; testing compounds using a 10 point semi-log dilution range from 19 uM top concentration. 100 ul of radioligand and 100 ul of membrane in 50 mM Tris-HCI and 0.05% F127 with 1 ul of test compound was incubated for 2 hours to allow the reaction to achieve equilibrium, and then harvested onto filter plates, dried and counted on a TopCount NXT. The data was analysed, and the Ki values were presented.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638710";"37";"BindingDB Patent Bioactivity Data";"";"2015";"CHEMBL3307715";"";"";"";"2.47"
"CHEMBL204696";"";"None";"391.38";"0";"3.84";"4; TPA023B";"CC(C)(O)c1cnn2c(-c3ccc(F)c(-c4c(F)cccc4C#N)c3)cnc2n1";"FC";"'='";"0.38";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4403724";"Binding affinity to GABA-A alpha2 (unknown origin) assessed as increase in induced current relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"0.38"
"CHEMBL4571892";"";"None";"387.41";"0";"4.08";"46; SH-053-2'F-R-CH3";"C#Cc1ccc2c(c1)C(c1ccccc1F)=N[C@H](C)c1c(C(=O)OCC)ncn1-2";"FC";"'='";"0.19";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4403724";"Binding affinity to GABA-A alpha2 (unknown origin) assessed as increase in induced current relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"0.19"
"CHEMBL3647536";"DARIGABAT";"2.0";"440.50";"0";"4.12";"8; PF-06372865, CVL-865";"CCn1cnc2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)CC)cc4OC)c3)cnnc21";"Activity";"'>'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4403750";"Positive allosteric modulation of GABAA alpha2 (unknown origin) relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"50.0"
"CHEMBL4794167";"";"None";"350.38";"0";"2.34";"15";"CN1C(=O)COc2nc(Nc3cc4c(cn3)ncn4CC3CC3)ccc21";"Efficacy";"'='";"39.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4701825";"Negative allosteric modulation of recombinant human GABA-A alpha2 expressed in HEK293 cells assessed as reduction in GABA-induced current at 1 uM relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699487";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"Dose = 1.0 microM";"";"";"39.0"
"CHEMBL4796770";"";"None";"350.38";"0";"2.34";"19";"CN1C(=O)COc2cc(Nc3ccc4ncn(CC5CC5)c4n3)cnc21";"Efficacy";"'='";"2.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4701825";"Negative allosteric modulation of recombinant human GABA-A alpha2 expressed in HEK293 cells assessed as reduction in GABA-induced current at 1 uM relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699487";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"Dose = 1.0 microM";"";"";"2.0"
"CHEMBL4756857";"";"None";"361.41";"0";"3.65";"29";"Cc1nnc(-c2ccc(Nc3cc(C)c4ncn(CC5CC5)c4n3)nc2)o1";"Efficacy";"'='";"8.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4701825";"Negative allosteric modulation of recombinant human GABA-A alpha2 expressed in HEK293 cells assessed as reduction in GABA-induced current at 1 uM relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699487";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"Dose = 1.0 microM";"";"";"8.0"
"CHEMBL3647555";"";"None";"456.96";"0";"4.64";"BDBM144246";"CCn1cnc2c(-c3ccc(Cl)c(-c4ccc(S(=O)(=O)CC)cc4OC)c3)cnnc21";"Ki";"'='";"29.7";"nM";"7.53";"";"280569";"UO_0000065";"16.47";"0.33";"2.89";"8.65";"0";"CHEMBL3706142";"Radioligand Competition Binding Assay: The affinity of the test compounds was determined by radioligand competition binding assay, using the known compound [3H]Ro-15-1788 (Flumazenil) (Perkin Elmer, 85.4 Ci/mmol) and the human recombinant GABA A receptor containing the alpha2, beta2, and gamma3 subunits.Membranes were prepared from HEK cells expressing hGABA A alpha2beta2- gamma3 receptor, and validated to ascertain protein concentration, receptor expression and to determine the Kd of the flumazenil as well as the Ki of a standard set of compounds before being used to test new compounds.The assay was carried out in 96 well plates; testing compounds using a 10 point semi-log dilution range from 19 uM top concentration. 100 ul of radioligand and 100 ul of membrane in 50 mM Tris-HCI and 0.05% F127 with 1 ul of test compound was incubated for 2 hours to allow the reaction to achieve equilibrium, and then harvested onto filter plates, dried and counted on a TopCount NXT. The data was analysed, and the Ki values were presented.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638710";"37";"BindingDB Patent Bioactivity Data";"";"2015";"CHEMBL3307715";"";"";"";"29.7"
"CHEMBL3647566";"";"None";"454.53";"0";"4.51";"BDBM144257";"CCn1cnc2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)C(C)C)cc4OC)c3)cnnc21";"Ki";"'='";"11.7";"nM";"7.93";"";"280537";"UO_0000065";"17.45";"0.34";"3.42";"9.12";"0";"CHEMBL3706142";"Radioligand Competition Binding Assay: The affinity of the test compounds was determined by radioligand competition binding assay, using the known compound [3H]Ro-15-1788 (Flumazenil) (Perkin Elmer, 85.4 Ci/mmol) and the human recombinant GABA A receptor containing the alpha2, beta2, and gamma3 subunits.Membranes were prepared from HEK cells expressing hGABA A alpha2beta2- gamma3 receptor, and validated to ascertain protein concentration, receptor expression and to determine the Kd of the flumazenil as well as the Ki of a standard set of compounds before being used to test new compounds.The assay was carried out in 96 well plates; testing compounds using a 10 point semi-log dilution range from 19 uM top concentration. 100 ul of radioligand and 100 ul of membrane in 50 mM Tris-HCI and 0.05% F127 with 1 ul of test compound was incubated for 2 hours to allow the reaction to achieve equilibrium, and then harvested onto filter plates, dried and counted on a TopCount NXT. The data was analysed, and the Ki values were presented.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638710";"37";"BindingDB Patent Bioactivity Data";"";"2015";"CHEMBL3307715";"";"";"";"11.7"
"CHEMBL1783279";"";"None";"368.40";"0";"1.83";"Table 2, R6C1";"CCCNC(=O)c1nnc2c(-c3cnc(OC)nc3OC)cccc2c1N";"Ki";"'='";"7.413";"nM";"8.13";"";"";"UO_0000065";"22.07";"0.41";"6.30";"6.50";"0";"CHEMBL4403717";"Binding affinity to GABA-A alpha2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"8.13"
"CHEMBL1783253";"";"None";"364.41";"0";"2.79";"Table 2, R5C3";"COc1ccc(OC)c(-c2cccc3c(N)c(C(=O)NC4CC4)nnc23)c1";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"21.95";"0.40";"5.21";"8.05";"0";"CHEMBL4403717";"Binding affinity to GABA-A alpha2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"8.0"
"CHEMBL1783257";"";"None";"378.43";"0";"3.18";"Table 2, R6C3";"COc1ccc(OC)c(-c2cccc3c(N)c(C(=O)NC4CCC4)nnc23)c1";"Ki";"'='";"26.3";"nM";"7.58";"";"";"UO_0000065";"20.03";"0.37";"4.40";"7.63";"0";"CHEMBL4403717";"Binding affinity to GABA-A alpha2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"7.58"
"CHEMBL1783259";"";"None";"366.42";"0";"3.03";"Table 2, R4C3";"COc1ccc(OC)c(-c2cccc3c(N)c(C(=O)NC(C)C)nnc23)c1";"FC";"'='";"0.2";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4403724";"Binding affinity to GABA-A alpha2 (unknown origin) assessed as increase in induced current relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"0.2"
"CHEMBL1783257";"";"None";"378.43";"0";"3.18";"Table 2, R6C3";"COc1ccc(OC)c(-c2cccc3c(N)c(C(=O)NC4CCC4)nnc23)c1";"FC";"'='";"0.28";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4403724";"Binding affinity to GABA-A alpha2 (unknown origin) assessed as increase in induced current relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"0.28"
"CHEMBL306422";"";"None";"362.35";"0";"1.95";"35; alpha-5IA";"Cc1cc(-c2nnc3c4ccccc4c(OCc4cn(C)nn4)nn23)no1";"Efficacy";"'='";"0.1";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4403771";"Binding affinity to GABA-A alpha2 (unknown origin) assessed as reduction in DMCM induced current relative to DMCM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"0.1"
"CHEMBL363211";"";"None";"368.40";"0";"2.09";"37; MRK-016";"Cc1cc(-c2nncc3c(C(C)(C)C)c(OCc4ncnn4C)nn23)no1";"Ki";"'='";"0.85";"nM";"9.07";"";"";"UO_0000065";"24.62";"0.46";"6.98";"8.32";"0";"CHEMBL4403717";"Binding affinity to GABA-A alpha2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"0.85"
